N,P,K,temperature,humidity,ph,rainfall,label
126,129,132,21.911902602802883,42.93473025630587,4.814356382015906,29.283310952708355,Cotton
55,115,62,22.211667695821752,32.163910238563844,8.218257134398891,127.22924614756357,Maize
13,102,80,11.047500143834107,40.93365636051262,7.978163693787758,271.1894864278444,Rice
27,143,154,28.386338742936644,29.380331891670743,5.0761326982603086,86.43827139607806,Grapes
77,21,202,32.78077507488709,91.56478527405793,9.281809637521874,77.41065985047996,Apple
129,103,40,15.943927594457621,48.15807222327308,4.167977331730105,289.6101782970092,Cotton
108,86,177,21.10198574369425,35.094020227795596,9.789204733384484,26.95114337246461,Apple
13,108,168,33.29410863354589,52.56307432737023,9.005585990255774,238.4474378094637,Apple
55,23,26,34.41191765573881,41.56611034535862,7.902551331066081,109.34084769596195,Maize
114,89,131,15.900855423715399,78.02005582794604,9.50799928499093,30.421652009765296,Maize
6,12,84,24.876662528607834,97.52491242215251,8.12279147727173,275.1491061782642,Rice
2,32,193,14.42079999856615,51.67089447599763,4.718924780992294,58.82056779826424,Apple
110,9,104,11.774859912875051,88.04887239761267,6.329799283921995,173.39464087574333,Wheat
106,105,188,35.40471864064516,62.664224326127275,3.9576193557224664,96.18706966541428,Apple
17,122,100,32.75881912357759,27.52226719810408,5.993807502643939,38.12359900734411,Grapes
37,68,165,30.993019132652677,73.39355581899537,8.246259326318135,33.87845101441938,Apple
114,95,177,10.2239765093437,58.155366752820534,5.973237445957231,52.12476227650218,Apple
14,121,168,33.43688074713952,69.9521609996809,5.613882722996058,39.84002986124766,Grapes
118,102,152,21.590887016437208,90.51311748116319,7.310276624065996,231.43515611453856,Apple
27,15,22,18.797937600239102,51.877373076419964,9.082108985592928,154.9874042347933,Maize
38,58,42,24.757109741940994,91.50127559669258,3.8045324322951197,115.32400139501635,Coffee
16,51,199,11.467514687527832,78.55753522822232,5.967010782078306,136.30655701669798,Apple
85,144,155,30.894079241090047,56.02002362550669,4.5127407476176815,278.2471924891893,Grapes
125,143,113,25.80710424513824,65.87710366658487,7.950267204683966,273.18900394120493,Cotton
43,9,127,14.248430828696492,41.99997739663498,4.1766371867592635,218.95806147407637,Rice
24,24,148,14.296380233256132,98.58936777753458,7.754769654913566,265.9417009232292,Rice
12,50,191,14.180060625922088,71.39220002233405,5.331557573106607,108.86215166935969,Apple
24,16,201,10.464469716516472,17.77082931471017,4.773067607918238,125.94839263030264,Apple
67,74,200,25.963714721653197,42.08948389432875,9.492656370079906,190.6119865554754,Apple
137,21,153,33.338166785584434,67.60504130327894,3.6185572911741177,193.36801334863944,Cotton
66,119,108,9.310947848431748,18.84466189073462,6.301774540093241,153.9125549674308,Wheat
108,52,202,10.230935633161188,16.054040453446277,3.6384127517554803,131.38288186575102,Apple
110,112,144,25.52489207925882,52.70208459939102,6.594995507867706,294.15812662721726,Rice
110,56,148,32.72927401327273,42.61135545356962,6.706703217884277,248.2723680607274,Rice
33,100,85,18.3407756046041,51.693680290852264,5.558639816926381,140.92449501287655,Maize
110,74,91,19.008740445185488,36.59162464968044,4.345835376160151,222.18730867260004,Rice
7,106,146,26.213317726905856,28.165726237096358,5.908880241500642,94.93815072418374,Maize
112,79,65,16.80701636242509,73.26632870030903,7.802482815568423,47.84707269397771,Maize
82,86,203,9.576964289468377,58.25311599903084,8.50733317532454,117.9758251036619,Apple
41,96,50,30.268672728566607,31.21326216744555,6.89680385528411,132.0264384343036,Maize
100,8,36,27.06897745789043,41.48469065835985,7.274940124414436,24.597320627866484,Maize
5,139,19,25.758075172425247,64.89548005904604,4.783944775197777,246.5121764547791,Grapes
25,113,48,30.457176566561234,20.211723951433093,5.3389141326569565,119.85576586419246,Maize
63,52,149,28.516740456811494,26.68095879689144,4.536131904335094,181.3562500868809,Coffee
58,77,173,14.811754054806979,20.29912195323555,5.095490240029513,40.561766061325756,Apple
108,76,58,19.092446570745853,83.85929061341422,4.9392753934434035,68.64911839266234,Coffee
120,120,48,12.48241613701585,78.7071940562328,6.82447223290392,267.33485564106167,Rice
32,85,102,12.591824791802127,78.7849121416161,7.101208037060669,189.21513275141862,Wheat
20,85,9,28.544915793610947,75.6039795389384,9.54766349325763,284.178965947395,Rice
69,117,113,33.87112312388895,71.56714643560875,4.751652141449748,297.6525095607861,Rice
111,100,31,36.91179144874526,55.02130472252305,7.6067245450335745,123.37711206260023,Moth Beans
3,76,120,27.147735832443775,69.23592206161189,8.730459321520147,103.06725181515034,Maize
93,67,91,14.175758642139943,17.29909371176582,7.085545368211536,258.62298333422893,Rice
74,42,108,11.884990087108777,67.44594034848348,5.1320233760068845,297.61397671641225,Rice
61,71,127,32.535248368873326,80.89748267617144,5.180321472128002,195.04026311662312,Maize
93,73,83,25.69968910971198,57.03081899305756,3.7512195396543992,241.04912085820322,Rice
94,17,47,26.85392261360062,44.74614624474238,5.4548430499102825,237.3253487506463,Rice
54,35,101,31.61869299163751,37.8586991928842,8.265463545621632,118.78443888503406,Maize
136,118,35,29.33569504978759,69.28097631393909,3.8041136461255065,179.64716571147025,Cotton
130,26,103,33.16618098339802,73.58090308217214,4.903489808030916,251.58982967145138,Cotton
30,97,21,10.441446039428453,88.90321358817866,8.019887990603404,211.2956576005734,Rice
39,71,87,30.627602592997942,43.440731091645205,8.50897000206641,25.883540287006635,Maize
35,58,114,33.64490051380518,80.20041843516036,6.414037824396342,113.60417595351431,Maize
5,142,186,17.15514323978278,62.27660088028306,7.967675766263353,60.16424365330029,Grapes
65,46,194,27.501060400602984,89.9239381983148,5.982893879391309,84.76627495769486,Apple
74,68,36,17.973532264039584,59.391841313423384,4.523444768154416,271.72607474258854,Rice
3,130,172,36.77275514128766,58.516165242225185,6.048156758546602,30.25633431719355,Grapes
78,25,145,9.77596831511671,63.69742900391818,7.2117940493001145,81.1045979254148,Wheat
133,39,39,25.729951039922287,78.44112054224937,9.567541003858498,106.06027992222835,Cotton
117,34,137,13.66190357384584,96.96338117924763,3.940006093367535,191.49377200665776,Wheat
112,61,33,29.596829991173035,20.326448462555845,6.747322200607748,168.48026984387062,Maize
93,51,74,13.935996275824934,18.595375805627476,5.605086580548637,80.67891623324134,Wheat
61,23,157,15.67319124743204,94.62932901703111,6.753194843370846,65.65901668803694,Apple
78,118,99,23.235627682536137,59.56930379456573,3.653442863209803,85.82985361772103,Coffee
135,12,26,35.513180539908845,66.8816592527565,5.50336227009012,159.70323622306026,Cotton
25,30,198,14.98205966672075,55.48842973714668,8.747156144172832,95.38742442771455,Apple
43,117,177,13.011808616648622,22.054540924242808,7.045227096669681,283.4334954469468,Apple
132,75,73,30.962123490137696,80.05568654400533,6.3837279540231515,148.9545315572196,Cotton
69,34,93,23.418090344150784,78.26131947761847,5.327360458978173,36.345292599409106,Maize
117,139,76,35.424125281547724,40.80648564838183,5.407472145864678,222.73606082258408,Grapes
67,71,133,13.081145069067396,40.33657508964244,5.95184917497974,111.41899012209912,Wheat
18,69,176,27.661094476272748,86.0543587578746,8.847652543773187,201.6699231121928,Apple
19,40,91,15.600071067633,20.222724165754087,9.690164523572918,97.7272350054585,Maize
112,29,100,13.377404516627868,89.77504275866467,6.307394440642398,178.66676020186293,Wheat
139,41,79,28.7561389225923,36.072905331048645,6.0174581679856765,234.65839633647516,Cotton
46,5,171,26.13559090133501,64.99668830697249,8.917924965247122,277.986430213326,Apple
0,41,58,30.84096178418007,94.49549939415289,6.232194052072343,92.59334615239543,Maize
89,140,92,17.836307232228528,72.3185351321516,7.032916302692168,113.09023237771676,Grapes
63,137,161,21.88077236635995,49.640963872165145,4.978026653431964,149.06606483949122,Grapes
37,132,58,20.63977294884822,73.29994196586571,8.258416228986082,277.7546048906049,Grapes
36,131,20,37.535412347822216,43.58224872320784,6.904725236933004,270.5855461933627,Grapes
125,5,103,17.333669536790126,37.84422380603001,8.677821121538187,44.98616186797737,Cotton
138,39,24,17.408663359725594,99.71476190238245,8.496689472183487,56.676491559559416,Cotton
99,108,50,19.152807697795335,78.56795988146175,4.876030516928183,157.75155129791744,Coffee
76,27,199,25.28614717367739,69.44591805483631,8.08006752356968,49.64015783990773,Apple
2,13,197,16.167824132501362,44.55490931686141,8.620348210888778,116.07148279093789,Apple
133,38,131,35.526466259074795,18.227831307334142,5.7150863410073285,61.251135144458786,Cotton
9,132,62,16.558018494094895,16.670891339023385,4.604698322574557,196.81921872666427,Grapes
4,8,185,34.95781936155768,61.659587968596696,3.516845795709364,283.95973002348694,Apple
137,106,115,11.821471858480272,79.53481400935839,6.385783379796148,297.09198814183804,Cotton
129,79,133,27.971630910069848,60.214610378171535,5.755569481848586,124.31703483414232,Cotton
12,103,85,35.283977138396715,86.30751618676385,7.051422936482617,186.5255131178622,Moth Beans
129,76,198,13.727483601228304,16.87468184601706,4.7034629925682285,258.04240767969463,Cotton
83,7,161,37.075147234898246,45.54067857263085,9.001859505065442,52.65445623739475,Apple
64,38,88,22.02419412413294,34.38805364097931,5.1496333800199015,211.69890627244627,Rice
62,49,74,36.41488116647791,52.465475261512495,4.9491494725609595,133.65853795956897,Moth Beans
100,65,12,28.56314527399737,20.224369814694533,6.576569961499878,77.30863255788562,Maize
72,87,33,17.606336600307706,96.05532117511224,6.692646551963355,131.96550601178888,Maize
16,127,116,14.298433727579507,33.19996449196504,4.876545464224594,41.11695977624689,Grapes
8,106,183,17.669063349772905,93.3184686915883,5.239908651045861,213.323187307827,Apple
37,20,165,11.51610835047011,50.626811333154635,4.586113530593567,90.26246191206995,Apple
93,70,135,13.00094461722523,98.75507545994876,8.098145141268269,106.57076932247608,Wheat
94,123,192,11.85608485811725,61.649020977578125,8.428569800026125,53.66060091112664,Grapes
48,128,167,21.149951477253488,94.05162631911944,6.458902383739408,260.37523366138987,Grapes
68,106,201,32.030888586721524,14.460013027703164,8.070156945184113,157.17750964060133,Apple
61,70,112,12.928399783117134,78.34853733155741,8.209986508399652,179.05683202461927,Wheat
77,17,113,12.605356648632208,91.66235616681632,4.384963377137975,178.30228590036958,Wheat
116,115,24,27.58812532590606,26.01596876019005,9.683539358941037,134.117085842493,Maize
119,38,77,14.557743073467535,22.26682324896503,8.75460446141716,73.52331649180277,Wheat
136,43,171,11.650213112782556,50.51324421799218,4.80869415165327,227.14690408255518,Cotton
75,140,8,13.671978483602867,94.29638592743242,4.691456228774849,55.32164176943346,Grapes
34,124,23,35.77295675960186,60.64524417637773,4.30423133170933,48.876913697509316,Grapes
0,130,106,32.786960581064776,59.36125588006897,4.385622800268278,217.42032045182793,Grapes
39,59,177,19.13868522076875,26.13684617374168,8.288235513783656,78.0566916856515,Apple
63,31,175,27.94996640595987,14.067897954016816,6.50578724449039,105.28282487608739,Apple
59,122,145,24.488449671106714,83.67204780410967,8.51077870553515,152.1132358264838,Grapes
63,57,145,28.572028493690866,21.531412416816487,8.276031323841316,144.91966605081385,Maize
92,43,192,28.733997651912574,68.51108441123786,7.3695213664334185,216.98499676806978,Apple
71,69,189,27.159033239751793,92.65701508830647,7.892746282103549,193.31403857725434,Apple
10,17,90,16.570159961289413,31.944064531625067,3.6174766360265074,199.14213311435867,Coffee
104,25,56,9.93898748627429,71.21346391637434,5.49537693955214,218.50710392221714,Rice
13,57,115,22.102550034111175,20.768077596845814,7.582061947260225,101.34633822372336,Maize
59,23,185,34.816437432968556,65.92294237003472,3.559807702311963,109.60866068053167,Apple
29,61,113,25.429319948742418,28.098128001975436,3.711052439568598,141.76337391496406,Coffee
34,29,90,33.105818417695716,77.29200620430531,8.952083087810454,105.47448410332025,Maize
4,35,47,37.75543081446786,39.9058913522761,7.877759114829259,293.8127275739,Rice
82,85,204,13.577593160837669,53.851626757199575,5.198366291970201,246.30643554515746,Apple
122,27,204,28.999907062945883,65.55102661437547,7.902962176759738,65.77400333517622,Cotton
77,36,46,28.489372352040718,28.729513317296604,8.571722682491284,21.555175335159724,Maize
61,78,94,37.41469906286173,77.7808524011154,5.463483411904648,31.893748572740463,Moth Beans
131,14,119,37.579541431421774,40.02706929476605,3.7306392159948,87.84963938993322,Cotton
88,58,30,28.85101546234458,70.9639799524968,9.469786398001501,51.772977462646125,Maize
41,56,155,15.913551925880073,27.612342360146133,5.709150965092036,168.26799594013505,Apple
88,118,47,32.11783047341349,73.17811869174612,4.181483285022121,258.5226719182057,Rice
39,18,81,11.925250718962314,25.02417426169971,6.647883976916143,224.81656141387722,Rice
71,114,160,31.596419681811557,50.580658679218594,8.418193892250457,79.93931953684893,Apple
38,57,141,35.377726825025135,35.25972234154341,4.918542813552379,131.00519317516847,Moth Beans
103,83,24,19.97873512723831,78.3602714508237,5.224736320853525,161.19459024969518,Maize
13,26,188,27.21455061350595,36.535010387591214,5.053375915510932,245.23722616192728,Apple
31,34,43,21.36016777722733,89.82768835000408,9.84670753812274,253.2758056635138,Rice
124,8,183,21.58273960565335,90.6965381809687,4.763383895875473,272.9016907103617,Cotton
96,63,16,17.862829961957104,30.893953109159582,7.183329388583194,161.5701796397993,Maize
22,12,187,31.054184917149477,66.79075127066429,9.421693706604572,213.0083795091699,Apple
62,16,15,36.13635567366195,21.543717187916933,4.4401380408177875,51.080503203034525,Moth Beans
52,123,158,36.269925089646264,47.67219056574011,9.713466866353283,177.15033086720703,Grapes
103,38,46,13.903613518348068,75.3456687371094,9.563854300131997,89.13632303297557,Wheat
103,86,159,34.342514569971726,70.7103992290928,9.16126071717288,140.0172940373979,Apple
38,102,15,30.332998089671968,67.72425756896828,4.873161736512015,196.266041309268,Coffee
133,131,42,16.182852100156445,38.298514274970145,7.557952358470294,91.44209072335114,Cotton
66,79,102,10.764710697308226,46.51014565135857,8.369705426951938,34.50744606749958,Wheat
134,109,175,16.62552019302384,22.85336844422461,9.81057874045715,22.84501208163459,Cotton
41,53,23,35.436480514020545,75.83596255728969,4.654712461320771,26.160350881376992,Moth Beans
14,83,196,27.288817306956552,57.33443652404952,8.402565756923497,22.321227028827966,Apple
110,97,138,29.854796098217857,74.9538443817263,5.668327487533523,50.67870572308938,Maize
32,22,178,16.3088486523856,35.40914313253106,4.624009379635215,86.5778626504961,Apple
37,100,120,29.806134142784753,41.90168766261569,6.196812423768671,81.49958094267917,Maize
96,42,117,9.621147983315375,42.74251900436986,8.580549837751146,294.3294531820113,Rice
32,91,174,19.759383296572004,16.21384723826059,6.475038743705934,105.06969724808621,Apple
85,92,69,27.101197777436074,43.330117063433626,6.940147841299511,55.42297777391295,Maize
65,54,103,13.06601971380655,83.08419332255089,9.869020225280776,171.6663872786367,Wheat
9,12,76,32.8317043738505,91.16767063447752,6.054299517167527,258.5121726005073,Rice
4,138,191,15.662913925308025,58.566775144689764,7.438564830139136,208.5007847469737,Grapes
122,73,56,27.846608494298632,53.17314578885294,5.83756289033838,102.31082077965519,Cotton
73,125,122,20.631756563199627,16.65091720814584,6.013828136503712,176.1292924220245,Grapes
96,68,179,26.204472987947298,89.6115730323429,7.952100822050612,218.72996082771374,Apple
117,143,124,11.937556136764119,15.118878354625053,9.502476647007255,222.41304887823236,Grapes
37,125,11,9.293853757710934,95.24850689807822,6.971097283150858,205.2976905727575,Grapes
46,69,15,35.3592812795048,56.0725973871758,8.41775954527219,262.0852980876218,Rice
108,111,107,16.673196256001738,43.40636644742649,4.0709219764285685,261.889317419661,Rice
14,141,65,32.734568481189406,93.48278539646877,4.851411439564332,180.9443635151469,Grapes
135,104,72,37.981028773788246,16.09762540746832,6.713642501885008,139.500070612917,Cotton
4,86,157,14.973792733568207,64.00254095874149,3.6280750312241588,198.35654216709776,Apple
46,55,144,16.542985642553983,61.20819710694303,5.118271864080376,247.46293638098874,Rice
67,87,158,28.15550579893224,32.861554504178855,6.811368254879783,21.57128514584935,Apple
75,116,106,36.99110013033814,50.88431909611811,3.5957516688403244,295.7751685061286,Rice
129,60,114,35.54177896716972,70.09470451116424,5.193096231846667,70.8444687075174,Cotton
94,64,144,23.48396518591508,76.53328293184578,6.789797244645564,150.72921801347337,Maize
114,124,175,32.017220249780365,14.06164984876586,7.1681551870799725,262.42426628631694,Grapes
35,142,55,12.76377891051711,94.56939498782731,9.424810835553956,82.56123093428742,Grapes
25,27,121,37.34119497875716,28.149182025781865,7.63021198880389,152.54907224430653,Moth Beans
42,17,169,36.95911443385081,34.08791734312289,6.15430913619196,56.85784609036781,Apple
26,105,50,13.580885570071793,36.65871632967095,9.454247533651635,129.83121845791754,Wheat
68,28,57,17.543155244250713,17.252531743475036,8.523251093681884,69.2436564324547,Chickpea
10,112,92,11.724525927197595,24.58248262876794,4.780057095121585,121.08851415838164,Wheat
73,15,125,16.73415388782685,98.82609337319793,4.337391112632447,123.82305226837671,Coffee
103,21,17,32.62590905092404,41.1086394144466,7.825194468753491,296.10147950833647,Rice
37,29,93,19.846815729225575,23.915893769158245,7.083252259692697,296.5580221464487,Rice
133,98,129,11.381191440685345,23.201248461017606,8.553911128273636,51.91058546765025,Cotton
22,25,122,18.792985323544013,75.87355721961758,8.228352320503593,221.81932065328053,Rice
46,88,58,37.45639335984538,87.49290510680711,7.501353816688097,34.38524334801012,Moth Beans
89,144,189,27.186760981568725,36.097897757728404,9.81284589842491,28.393380263738436,Grapes
45,41,120,20.951899635059807,15.798218060830207,6.9149742727066155,49.282822600100076,Chickpea
106,46,122,13.662924594120284,33.1857415863006,4.223876841611007,288.4050126482056,Rice
139,105,8,37.59636248068389,18.86034940852113,8.800950814822325,281.5600663147259,Cotton
103,52,79,32.76879107048336,22.89196455018357,5.111861519012537,73.91193403802916,Maize
110,107,53,17.019137231566845,51.10969830689724,8.474733748121078,64.94490928393179,Maize
103,32,11,10.846005915058733,33.7729798941004,9.62548541440033,86.86875405143327,Wheat
59,45,114,10.453466275424695,58.371345553186416,7.959491289371784,163.32206435288953,Wheat
99,103,126,12.315041965561589,35.80046278011837,7.314593030078727,178.37788770584396,Wheat
67,51,15,25.758442641541112,94.8862078948535,6.44647152432026,81.60297366216636,Maize
132,109,96,35.91989189920038,91.91118124165875,5.832223142370581,230.34113508900478,Cotton
119,128,186,23.30490809777475,62.74532503090008,5.759230406219752,106.05578109393691,Grapes
36,17,177,33.41400808772096,44.48046331091521,7.57278531654138,276.3525084971761,Apple
71,104,27,21.81988929990639,46.77863185498726,8.308147948401574,202.5689123949711,Rice
126,35,32,29.490639536420495,49.41929635042674,7.842509244700252,141.30563201640405,Cotton
105,134,115,30.170683928765825,76.5718217036052,4.769824647638801,239.595536473391,Grapes
91,20,61,13.879740212377488,52.84095361462006,6.661517952918343,247.3802660409728,Rice
30,141,30,19.347508922093702,87.67877539950717,8.566496461971603,100.75388635928634,Grapes
121,77,157,27.4092229709103,95.19215159001135,6.54450610040996,114.44064318643144,Cotton
136,58,58,10.864340958983494,42.89136919058831,6.934388990307161,280.19553273655174,Cotton
50,104,33,19.356973482678335,62.21972539830849,8.435270708293263,65.7980086649896,Maize
28,113,101,24.41614441541082,22.17486216760054,7.732097960096586,31.71781591569571,Maize
39,91,168,37.88975519690345,31.240338107906872,6.119807493647313,146.22737968545465,Apple
40,141,18,22.65638002857527,49.55805593707377,9.230641351643001,242.73635226772885,Grapes
10,12,82,32.628857307738244,31.733433567552982,4.540429239446263,234.52373355438732,Rice
0,11,39,21.416364723945236,89.38420220782972,9.871305270978079,275.6295148377675,Rice
45,40,34,32.0546091004955,27.612618021082433,4.260656502247918,168.22978469459318,Coffee
100,22,96,26.186112207307165,53.186830653565906,3.595679815067129,47.817978695496265,Coffee
89,7,21,34.68858689187003,66.09013467954931,9.196120967352094,183.65553486541248,Maize
109,32,199,20.799522528623207,73.50029610183262,5.067702453542119,236.3939807901928,Apple
56,74,162,26.445689058787185,46.94396579647958,8.170077615659014,45.94521743501174,Apple
0,32,97,27.196545474069758,88.74251991032665,8.690498399565243,67.99875750512996,Maize
62,58,177,20.987581900573822,62.8754469927016,8.997512902605548,23.41680380127651,Apple
54,69,83,13.01391167567446,51.79766911848945,9.846203108250666,185.03541708621327,Wheat
114,104,114,11.531934681840198,19.782694528475147,5.381854144255994,266.5121609609614,Rice
52,25,183,9.286809277509287,53.96329428628419,8.045557388334458,206.44440184858365,Apple
136,17,106,34.30720051596027,84.5832823101528,4.238559092997301,293.007144350293,Cotton
56,61,110,15.70506743736988,66.85052756703314,6.103579464683836,37.523355394933716,Maize
116,53,51,14.975997079027628,85.56597102070418,8.927018837200578,271.03430167211593,Rice
34,122,185,30.292233692441112,56.485003671540284,5.853011494778293,246.31098389349722,Grapes
62,58,68,18.14447050215184,24.187706638125437,7.28301043542793,107.35914269886237,Maize
24,142,170,23.576505018425628,15.173026741885772,6.724150039837658,290.640381410756,Grapes
89,57,68,13.545323106685725,40.07688101779884,7.634089799117088,100.04669399165338,Wheat
74,48,91,36.824575066689505,74.02718054881015,9.726524092081249,267.2267132242447,Rice
37,51,11,33.66617688050333,81.96235173898566,3.8567073696089738,264.8481044266247,Rice
129,57,26,34.0226569905781,39.43474377734833,7.17335371201043,230.62881741562634,Cotton
134,78,85,20.677793458302553,56.62623719595925,9.023384187201824,176.64479171997283,Cotton
90,50,173,31.060947440249446,50.21622578133102,6.580849355189937,53.36076439349488,Apple
16,17,78,13.00118373738158,49.3049594542228,4.002573990026066,167.8881421900265,Wheat
127,106,142,9.051674875679986,33.895989335212946,7.087451855467334,119.18935907207181,Cotton
107,28,189,9.383209631278422,25.72791503253342,5.625272901272451,240.2363352171878,Apple
24,6,139,25.928770732213167,30.91521600788433,4.49162742616279,230.7599194061229,Rice
87,85,129,22.09753123323987,18.758585296047762,8.933820885014228,273.15027704958425,Rice
28,104,54,23.926048188128775,31.039243796827627,6.838236883143178,24.12278515601479,Maize
62,142,56,9.017923700182807,14.791277195782634,9.472969039226026,244.9306942768068,Grapes
113,135,165,21.142449293996833,67.94422245469413,8.658505629459643,280.8924507686579,Grapes
48,115,5,29.767590307065134,41.20828503534073,7.935019480151471,239.42552485206573,Rice
80,106,185,21.726656097449126,97.69044518271414,3.5321632215379966,56.194059843961945,Apple
83,21,192,30.18080082431689,30.659666366761616,6.2380701224848,42.59559114576679,Apple
104,16,166,15.604153760387575,43.74125704662508,4.763912202573007,25.794976666540826,Apple
117,120,8,32.543746530866386,44.77433964317186,9.329106630712754,194.79117278020374,Maize
85,28,149,25.98219222124081,14.726828661371606,4.617337501928706,195.04899721704868,Coffee
62,33,136,14.954282503353262,86.17188396139346,5.330784330619427,294.36201255266303,Rice
103,126,175,15.712237894931922,16.751523572411926,6.807755313500795,130.65600240093863,Grapes
48,94,8,27.138489565430483,94.85546578671476,5.185527161587707,112.2699472015041,Maize
70,69,5,33.034236121803346,90.71839419405137,4.843133934586375,193.5901297572611,Coffee
0,88,75,20.93633123525133,60.054884783392865,7.334235680657615,249.5192109571111,Rice
122,123,182,16.342372530525694,60.74921944237112,4.069148945632152,280.4231579673945,Cotton
61,20,193,34.11673892178953,70.22490137422945,3.872273655813918,243.26851819777272,Apple
31,108,39,28.34263411912438,47.28630102640028,5.882369889190857,138.61536661119374,Maize
28,96,12,21.884096228665832,69.66111637221557,8.112252508850318,196.50615741675384,Maize
48,31,156,23.046685702155614,17.850081427209872,7.050763252953267,258.0512128270805,Apple
29,138,40,14.764288863742776,18.648095952076485,6.206409398187384,156.38949335066357,Grapes
18,139,182,27.102636797893442,53.321816087280816,7.120810011037328,80.23888695009917,Grapes
17,37,127,19.27528130785235,61.267517895119006,5.838889501780951,67.1831162499087,Maize
0,59,47,37.872839158891,90.35231706888044,9.491336546765524,20.04385299269977,Moth Beans
77,11,31,22.821358645647123,23.00081451607908,3.8513913018289556,219.670162604797,Rice
114,61,36,22.987859700736706,84.74772173867449,7.8097054657909455,50.885024059185355,Maize
112,130,82,25.322872192391618,32.06407100711799,9.204209054897603,87.78726971547144,Grapes
113,16,125,35.569275291067406,47.89119377186274,8.644862135905623,102.80962016333655,Moth Beans
62,20,150,32.18388851590471,41.22780939515751,4.677862622857259,175.7856011180216,Coffee
131,47,160,21.972998038096968,48.41335346642431,5.393928633473846,130.63212308822386,Cotton
128,121,161,29.786018566405644,26.942612834242357,8.089106807725472,207.55936978243898,Cotton
7,139,20,25.91807656439824,57.30702639870572,4.039331578756899,35.467547293379354,Grapes
54,115,103,23.177117822076468,82.94126272549758,8.695914878928537,54.455096005514164,Maize
102,55,51,14.415620565303037,51.971924892585136,8.101004445470657,158.78079798224815,Wheat
130,79,191,22.346938892882815,56.192767527245124,8.169482555106192,113.6762110214187,Cotton
31,12,35,15.97790274105918,86.99401233419303,4.141544769712585,102.236114844878,Coffee
9,49,8,35.51339077566831,74.72099785887065,8.093667486823879,38.63380597243132,Moth Beans
109,63,169,18.59387895409333,56.17907913270149,7.850836001407808,269.0099305799444,Apple
123,136,21,36.60610922437447,36.16182574426945,8.817903941259843,212.3255669427641,Cotton
86,108,43,24.365214470765565,90.10370022866714,3.766214120041405,53.80984759586253,Coffee
54,102,52,27.241095857343883,63.62375454538802,3.64790827819387,38.08277625092509,Coffee
31,83,178,24.65386097908837,33.01869446951963,5.887245439222789,291.01456429388554,Apple
134,128,180,12.577914015427666,37.14429872686889,4.452245016634579,209.36596902218236,Cotton
92,8,43,19.773979595031875,83.06944564851715,7.07366065644942,136.05278776406016,Maize
7,94,136,11.69506647850662,17.79651833952117,9.371032969643192,215.0812293301082,Rice
64,108,34,26.990258090154747,99.31992808447852,6.005470274137701,230.26023664148423,Rice
56,141,162,21.848726499852816,25.210244455472093,8.907682414544666,236.82949226408064,Grapes
66,123,26,31.517161169871354,82.46189318413661,3.5015415969143455,152.84989097155002,Grapes
71,137,70,15.237738045181601,47.950677242364726,4.578493718138779,139.50740675870776,Grapes
53,60,112,13.605328906136581,56.33059176272215,3.694710653786148,23.065807426754294,Wheat
66,100,16,20.66490114414202,89.7359496619537,5.60014195529644,277.582878009431,Rice
50,79,40,35.856293189976725,49.51036230467234,9.31241341245762,187.71959019212616,Moth Beans
96,36,22,29.544316998362422,60.224462815898164,4.120493591033521,76.47679453881113,Coffee
91,32,94,21.032569843953226,18.239770967188615,7.381022571160322,275.64975059915935,Rice
7,26,185,23.904347356825866,14.201882752600971,6.389574010364443,274.3510686921424,Apple
34,21,203,11.259019926371272,35.05278907814843,9.5061965591412,294.9931976937747,Apple
95,63,5,37.5496161741825,72.530145991014,4.284122512237401,262.9877245526361,Rice
87,94,131,28.259093297091635,24.428780828885756,4.856978243214265,297.384059813978,Rice
77,110,190,17.133798799131938,23.783528457191252,3.689068599113557,88.02276029826977,Apple
31,30,94,25.905605111085134,49.34261229108768,6.277185597640792,254.14538468538709,Rice
119,29,91,11.996885089214626,69.71398532030747,5.278130557213787,248.80186984522254,Rice
45,142,94,37.00243072918144,75.23819133332202,9.067397976898054,84.20141986336398,Grapes
54,49,138,13.903721646194285,29.34675797246023,7.371621204465633,47.36563862227544,Wheat
6,87,74,27.722485287212255,20.84458067399565,7.430180723044491,292.2789028023727,Rice
73,15,48,15.967270306136768,94.8741449193168,6.904228460040336,102.29482532272968,Maize
6,108,204,29.752792373337243,36.41730890034075,4.087842158266886,262.1079177500501,Apple
84,72,156,31.483183923416206,87.38779879435025,6.348119575842274,21.147348999539883,Apple
111,99,90,28.463856084213834,88.26026473980237,9.896833214134507,25.84489640704941,Maize
124,69,23,26.743384239451622,80.43694289157882,8.845467461414495,149.5122238175904,Cotton
35,53,105,34.86009754339874,28.519690172121027,9.218137946669543,86.36268213394767,Maize
28,56,150,11.095899960900935,84.67492549586123,8.768648699177596,211.7758767951981,Rice
81,106,99,18.4627111607817,80.15554809477645,4.1594668379582895,177.2268825078913,Coffee
1,61,105,16.0499944052207,65.31817714913467,4.955668826014717,41.54105169123662,Coffee
128,51,34,37.65000769231031,42.99937502452994,3.5199785686810214,65.21066637576934,Cotton
46,30,174,20.170181566272706,36.5757399669228,5.4424647992199136,127.87769707623917,Apple
10,118,37,30.192290817819643,24.482472238910873,4.195087375017552,71.59792977961041,Coffee
